ID,Title,Desc,Type,BodyPart,Equipment,Level,Rating
935,Board bench press,"The board bench press is an upper-body exercise that is commonly performed as an assistance movement for the bench press. It targets the same muscles as the bench press, including the chest and shoulders, but really focuses on the triceps. Because you can load it more heavily than a full bench press, it allows you to overload the triceps and lock out of the bench press.",Powerlifting,Chest,Barbell,Intermediate,7.7
936,Barbell Bench Press-Wide Grip,"The wide-grip bench pressis a compound exercise targeting the chest, primarily. The main difference between this exercise and the standard bench press is that the hands are placed wider apart on the bar.",Strength,Chest,Barbell,Beginner,7.6
937,Wide-Grip Decline Barbell Pullover,"Pullover exercise performed on a decline bench with a wide grip, targeting the chest, lats, and triceps muscles.",Strength,Chest,Barbell,Beginner,7.3
938,Barbell Guillotine Bench Press,"Bench press variation with an extended range of motion, lowering the barbell to the neck/chin area to target the upper chest and shoulders.",Strength,Chest,Barbell,Beginner,6.7
939,Band-suspended kettlebell bench press,"The band-suspended kettlebell bench press is a bench press variation where kettlebells or weight plates are hung from the ends of a barbell by looped bands. The suspended weights can be in addition to normally loaded weight plates, or in the place of them. Because the instability of the weights makes the lift difficult, this bench press variety is a popular accessory movement for building the traditional bench press in powerlifting training.",Strength,Chest,Bands,Intermediate,0.0
940,Paul Carter Incline Bench Press,The incline bench press is an upper body compound movement that targets the upper chest.,Strength,Chest,Barbell,Intermediate,8.95
941,Incline bench press,"The incline bench press is a popular barbell exercise targeting the chest muscles, particularly the upper pectoral muscles. While it can be a strength-focused movement, it is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.",Strength,Chest,Barbell,Intermediate,8.95
942,Bench press,"The bench press is a popular barbell exercise that builds strength and muscle in the chest, triceps, and shoulders. It is a popular way to measure overall upper-body strength, and is contested in the sport of powerlifting. When many people think of lifting, the bench press is often the first exercise that comes to mind. It can be performed for low reps for strength, higher reps for muscle, or for higher reps to build or measure strength endurance, like in the 225-pound bench press rep test in the NFL combine.",Strength,Chest,Barbell,Intermediate,8.950000000000001
943,TBS Close-Grip Bench Press,The close-grip bench pressis a compound exercise targeting the triceps and chest. The main difference between this exercise and the standard bench press is that the hands and elbows are placed closer together.,Strength,Chest,Barbell,Intermediate,8.950000000000001
944,AM Flat Bench Barbell Press,"The bench press is a compound exercise that builds strength and muscle in the chest and triceps. When many people think of listing, the bench press is often the first exercise that comes to mind",Strength,Chest,Barbell,Intermediate,8.95
945,UP Bench Press,"The bench press is a compound exercise that builds strength and muscle in the chest and triceps. When many people think of listing, the bench press is often the first exercise that comes to mind",Strength,Chest,Barbell,Intermediate,8.95
946,UP Close-Grip Bench Press,The close-grip bench pressis a compound exercise targeting the triceps and chest. The main difference between this exercise and the standard bench press is that the hands and elbows are placed closer together.,Strength,Chest,Barbell,Intermediate,8.95
947,King Maker Barbell Bench Press,"The bench press is a compound exercise that builds strength and muscle in the chest and triceps. When many people think of listing, the bench press is often the first exercise that comes to mind",Strength,Chest,Barbell,Intermediate,8.95
948,King Maker Incline Barbell Bench Press,The incline bench press is an upper body compound movement that targets the upper chest.,Strength,Chest,Barbell,Intermediate,8.95
949,30 Chest Incline Barbell Bench Press,Incline bench press variation targeting the upper chest muscles with a 30-degree incline angle.,Strength,Chest,Barbell,Intermediate,8.95
950,30 Chest Barbell Bench Press,"Standard barbell bench press targeting the chest, shoulders, and triceps muscles for overall upper body strength.",Strength,Chest,Barbell,Intermediate,8.95
951,30 Chest 30-Degree Incline Dumbbell Press,"Dumbbell press exercise performed on an incline bench set to a 30-degree angle, targeting the upper chest muscles.",Strength,Chest,Barbell,Intermediate,8.95
952,Spoto press,"The Spoto press is a variation of the popular barbell exercise the bench press that builds strength and muscle in the chest, triceps, and shoulders. It differs from the bench press in that the lifter pauses for a few seconds at the bottom of the movement before pressing the bar back up. This pause removes all momentum and increases the time under tension for the chest and shoulder muscles to help develop upper-body musculature and strength.",Strength,Chest,Barbell,Intermediate,8.95
953,Kettlebell plyo push-up,"The kettlebell plyo push-up is an explosive upper-body movement that uses a kettlebell primarily as a platform for the hands. A short step, dumbbell, or other stationary object could also be used in place of the kettlebell. It can be performed for reps or time, either for low reps to build explosive power or for higher reps for conditioning.",Strength,Chest,Kettlebells,Intermediate,8.0
954,Extended Range One-Arm Kettlebell Floor Press,"Floor press exercise with a kettlebell, extending the range of motion to target the chest, shoulders, and triceps effectively.",Strength,Chest,Kettlebells,Beginner,6.3
955,Kettlebell alternating floor press,"The kettlebell alternating floor press limits the range of motion you would achieve with a dumbbell or kettlebell bench press, but still targets the chest, triceps, and anterior delts. This allows you to build strength in the top portion of the lift, overload the triceps, and work on strengthening the shoulder stabilizers.",Strength,Chest,Kettlebells,Beginner,6.0
956,One-Arm Kettlebell Floor Press,"Floor press exercise using a kettlebell, targeting the chest, shoulders, and triceps while stabilizing the core and upper body.",Strength,Chest,Kettlebells,Beginner,0.0
957,Leg-Over Floor Press,"Floor press exercise performed with legs elevated and crossed over, targeting the chest, shoulders, and triceps while engaging the core for stability.",Strength,Chest,Kettlebells,Beginner,0.0
958,Band-suspended kettlebell bench press,"The band-suspended kettlebell bench press is a bench press variation where kettlebells or weight plates are hung from the ends of a barbell by looped bands. The suspended weights can be in addition to normally loaded weight plates, or in the place of them. Because the instability of the weights makes the lift difficult, this bench press variety is a popular accessory movement for building the traditional bench press in powerlifting training.",Strength,Chest,Bands,Intermediate,0.0
959,FYR2 Push-Up to Kettlebell Hike Combo,"Combination exercise involving push-ups followed by a kettlebell hike motion, targeting the chest, shoulders, and core muscles.",Strength,Chest,Kettlebells,Intermediate,4.185714285714286
960,Pushups,"The push-up is a popular bodyweight exercise that is commonly used in military and tactical physical fitness tests. It’s a classic movement to build upper-body muscle and strength, emphasizing the chest, triceps, and shoulders, but also working the upper back and core.",Strength,Chest,Body Only,Intermediate,9.2
961,Incline Push-Up,"The hands-elevated push-up is a variation on the push-up, a body-weight standard. The hands are elevated, so that your body is aligned at an angle to the floor rather than parallel.",Strength,Chest,Body Only,Intermediate,8.8
962,Hands-elevated push-up,"The hands-elevated push-up is a variation on the classic push-up where the hands are placed on a bench or other elevated surface. Having the hands higher than the feet makes it easier than push-ups on the floor, but also puts the emphasis more on the triceps. It can be used as a substitute for floor push-ups or as a mechanical dropset after maxing out on floor push-ups.",Strength,Chest,Body Only,Beginner,8.7
